"contenido","cantidad"
"Buenas!

La clase Prestamo la veo bien.

Respecto al análisis del fraude.
Me convence un poco mas la segunda alternativa. En ese sentido, lo que podrías plantear es una clase abocada a resolver dicho analisis. Tener un AnlizadorDeFraude por ejemplo, con el metodo analizarFraude(...) y podría recibir una coleccion de prestamos o algo por el estilo. Luego, en prosa tendrías que explicar en las decisiones de diseño que cuando un usuario quiere hacer un préstamo, se llama al repositorio, se obtiene una colección de los prestamos de ese usuario y se le pasan a nuestro ""Analizador"" para detectar el fraude.

Por otro lado recordá que hay distintos algoritmos que permiten identificar el fraude. Esa parte pensala vos y cualquier cosa la charlamos! 😁","2"
"Esto es lo que tengo hecho de forma local","2"
"Buenas quiero sumar un poquito a lo que","2"
"Hola! Es mío jajajaja","2"
".jar a base local y tarda? ¿Probaron configurando parámetros de memoria a la ejecución ""java -Xms512m -Xmx1024m""?","2"
"Buenisimo, mil gracias profe, perdón por molestar un feriado!","2"
"Buen día <@1091016946297872514>, dale buscamos alguna del año pasado o alguna clase de consulta que dimos de Arquitectura puntual y te compartimos!","2"
"<@1023960707395493909> lo que propone el enunciado es simple, ya que solo pide tener la cantidad de siniestros. Podría ser un solo EndPoint Rest que reciba un POST/PUT en el Servicio que nosotros diseñamos. Si querés sumar algo más, no está mal, pero vayan por lo simple y correcto, más que nada, por el tiempo!","2"
"Preguntarle a una IA fue lo primero que","2"
"pero si un coeficiente fuese negativo podria haber un puntaje negativo","2"
"¿Todo bien <@290312874209837056>?","2"
"Buenas, estoy viendo el parcial de Ride Me II de 2023 y no estoy seguro de este punto de arquitectura.","2"
"Gracias Eze por las aclaraciones !","2"
"Okay muchas gracias mañana lo seguimos con lo que nos dijieron <@801796163367469106> <@757767776159924335>  🙂","2"
"Buenas! ¿A cuáles puntos teóricos te referís? 🙂","2"
"Podes chequear este link: https://www.geeksforgeeks.org/initializing-a-list-in-java/amp/","2"
"Buenas noches <@325824337187700736>, no es exactamente una FK, es una referencia a un dato que está en otro Servicio.","2"
"Hola jonatan, buenos días. Cuando agregaste la dependencia, a la derecha tuvo que haber salido la ""m"" de maven por algun lado para actualizar el proyecto. ¿Le diste?. En caso de haberlo hecho, proba de cerrar el ide y volver a abrirlo","2"
"No, lo copie del seminario, pero el proyecto lo genere con el arqueotipo de quickstart","2"
"Buen dìa, este martes no pude ir a la clase por lo que quería saber tabién si se había grabado. Muchas Gracias","2"
"me tiraba que tenia un objeto  immutable y me recomendaba ""envolverlo""","2"
"Buenas Yanel, el no repudio implica que una ""persona"" no pueda ""negar"" su participación. Estrictamente sería ""la capacidad de demostrar o probar la participación de las partes""","2"
"Matías el * va del lado de la clase que está en la colección.","2"
"Sis perfecto, gracias!","2"
"Buenas noches! Debería poder cuidar y ser cuidado, pero no en el mismo momento claramente!","2"
"hola!va bien! Si querés sumar que te integrás por API REST al Manejador de Stock se podría. quedaría https (API REST).
2. Si es por ejemplo un Web Hook podrías hacer las dos líneas que conecten, donde se muestre en una que el primero consume la interfaz del segundo, y en segunda viceversa.","2"
"Java es así... muy pesado con la sintaxis","2"
"Hola buenas noches, disculpen la hora. Quería consultar la disponibilidad del enunciado de ayer en el drive. Muchas gracias","2"
"Claro. El ""modificadoPor"" puede ser de varios tipos en base a cómo quieras garantizar esa auditoría. Por ejemplo, podrías tener una columna TEXT y dentro tener un usuario serializado en json tal cual estaba en ese momento (atributos mínimos necesarios). Otra alternativa es guardar el nombre del usuario; otra sería guardar una FK hacia el id del user; etc. Pueden existir varias","2"
"Hola Nataly! En un ratito la subo, apenas pueda","2"
"Buenas!
1. ¿Tabla intermedia para relacionar la alerta con qué? ¿Con el usuario?  Podría ser una tabla que tenga un campo tipo para distinguir una de otra en caso de que prefieras. Pero quizá en el modelo tiene sentido que sean dos separadas. Es una justificación de diseño que podrías hacer. 

2. Podría ir bien! No te olvides los tipos de datos 🙂","2"
"No lo es realmente, solo los use para los tests","2"
"Buenas, el link al repo es el siguiente: https://github.com/tomaspedrazas/CuidandonosDDS2024","2"
"Ah! Te diría que escribas por  <#1221978402396045402>  preguntando si a alguien le falta un integrante","2"
"Ahí logré con funcionara!! en la ruta me faltaba una carpeta y además probé primero probarlo en la consola. Una cosa que estaba haciendo mal era tener el archivo txt abierto y esperar que ""aparezcan"" las líneas, para la actualización tengo que cerrarlo y volver a abrirlo 😅. Muchas graciass","2"
"Buenas Gonza, cómo va? Te dejo algunas consideraciones respecto al modelo de datos y menciono a <@757767776159924335>  para que te deje respecto a Arquitectura.

- Orgs exentas de pago: el enunciado nos dice que debemos tener en cuenta que las orgs. que están exentas de pago se cargan previamente al Sistema y que se debe considerar un elemento únivoco para su vinculación. Imaginate que vos como org. entras a registrarte, ingresas tu número de CUIT (por ejemplo) y ahí el Sistema te detecta como ""Exenta de pago"". Me explico? Tu modelo no está soportando esto en este momento, deberías mínimamente agregar un campo más y/o una tabla más.
- La entidad alumno_universidad es media exagerada. Podrías simplemente tener una columna ""es_interno"" dentro de ""participante"", por ejemplo. En caso de que sea externo, debe indicar entidad educativa (otra columna nullable, por ejemplo)
-  Falta una relación entre la organización y las acciones. Según el enunciado, la org. decide qué acciones deberán ejecutarse cuando un participante se vincula a ella. Vos actualmente sólo tenes una relación entre vinculación y acción.
- [IMPORTANTE] Estás pensando todo el Sistema como para una única feria de empresas: ¿apropósito o no? Una org. podría participar de varias ferias a lo largo del tiempo.","2"
"Claro, mil gracias!","2"
"Me expliqué mal yo, lo que se hace es conectarse a un servicio externo para realizar ese proceso!","2"
"Pido disculpas, 3 cafés antes del parcial me dejaron un poco destruido una vez finalizado","2"
"hola, coincide con el final: https://docs.google.com/spreadsheets/d/1Ku3b_iQbke2jz-4yi4pv74mL9Iw-pzeFc2JJ8mcSmE4/edit?gid=1223938210#gid=1223938210 😄","2"
"Hola <@830222338645164032> <@558731183706603521> (Alan Bursztyn) con <@354007060955791360> nos toco su tp. Nos pasarian el link porfavor. Gracias.","2"
"Gracias por avisarlo Gabi. Luego lo modificamos","2"
"2! Uno del problema y otro del punto de persistencia","2"
"Por lo general siempre ese arquetipo, no recuerdo haber usado otro yo 😅","2"
"Buenas Nico! Usa el arquetipo que se llama ""quickstart"" o algo así, buscalo y dale a ese. Respecto a las colecciones, cuando tengas el proyecto armado con este arquetipo, si te sigue tirando el error que asumo que es el de ""Cannot resolve Symbol"" lo vemos!","2"
"Buenas, como hiciste por que me salio el mismo error","2"
"Buen día! Pueden llevar lo que quieran, tal como fue mencionado en el mensaje, pero en medios NO DIGITALES. O sea que incluye resumenes propios si quisieran","2"
"creo que la solucion a eso es ir al botoncito de maven al costado","2"
"Resuelto <@566760904000143377>!","2"
"Buenas tardes <@1091016946297872514> te dejo un link de una clase de consulta de Arquitectura que repasamos varios de los puntos.

https://drive.google.com/drive/u/0/folders/1xP322JAq7GCw1dsD_kJgb8HyZFgaSeha

Y te dejo un link de Martin Fowler para profundizar Modelo en Capas, está en Inglés pero lo podés traducir sin problemas.

https://martinfowler.com/bliki/PresentationDomainDataLayering.html

Espero que te sirva!","2"
"Perfecto.  Gracias!","2"
"Gonza, buenas! Tal cual te contestó <@695033446808027227> , los tres puntos.  En el repo deberán subir todo. En breve les dejamos el link al seminario de Java para que lo vean y luego puedan hacer el ejercicio.","2"
"Buenas! Cerca el IDE y volvelo a abrir. Si sigue, intenta abrir el proyecto de nuevo. También podes revisar el tema de las vistas (en la barra de herramientas, donde dice “project”)","2"
"Perfecto Lucas gracias","2"
"DentalBA - Parcial 2022","2"
"Hola, buenas tardes. Quería consultar si de casualidad el curso de UI/UX podrá quedar grabado, porque me interesaría participar pero tengo que cursar en el mismo horario en campus. Gracias, un saludo!","2"
"Corregido, muchas gracias!","2"
"Probá arrobando a los integrantes del 43 Bruno, así les llega la notificación y se ponen en contacto con vos","2"
"Si esa clase es hija de una herencia ademas de tener por herencia los atributos y métodos del padre podrá tener sus propios métodos y atributos","2"
"Bolsa de trabajo","2"
"Perfecto, muchas gracias! Y una consultita más:
Entonces el 3. de arquitectura podría ser un 
- POST de SafeDrive al componente con el incidente y una dirección de callback en el body
- POST del componente a la dirección de callback con el resultado 
Nuevamente gracias y saludos!","2"
"lo que me lleva a dudar de si en verdad cree bien el proyecto","2"
"De hecho en el mensaje pusimos hasta la sección 🤣","2"
"Buenos dias!

1- Okey, entendiendo. Pasa que hay algunos métodos que el transeúnte puede hacer y otros que el cuidador puede hacer, entonces nos parecía que dejar todo en una clase no era correcto.","2"
"buenas! sisi, lo podrías plantear justificando por qué","2"
"Gracias por la respuesta. 1) y 3)","2"
"Dale gracias! Yo porque me fije en la plantilla que mandaron y dice que no aparezco en el acta. Muchas gracias","2"
"sis ya me respondieron! Muchas gracias!","2"
"Otro cuaderno olvidado","2"
"Hola! Quería preguntar si ya se subió el video de Mocking que se mencionó el martes , porque no lo encuentro en el Drive","2"
"Claro, sí, deberías indicarlo así! Eso se escribe en justificaciones o al lado le podrías poner algún asterisco y aclararlo","2"
"https://github.com/disilab-frba-utn-edu-ar/poc-microservicios hola Nico! En el readme de este repo tenés un mejor detalle. No es que el API Gateway se integra al Service Registry sino que se conecta únicamente para ""anunciarse"" y que aparezca como disponible, pero sí se integra a los servicios.","2"
"Hola BUneas, una consutla","2"
"en ningun lugar dice que no puede  haber un puntaje negativo, pero entiendo que no deberia pasar","2"
"Mis gastos","2"
"Revisa si están todos los jars de las dependencias, al lado del jar que te generó y que contiene tu app Java","2"
"Ahi esta mil gracias!","2"
"Nico, esto lo hablamos en la primera clase (de hecho está definida la diferencia en una PPT, la primera la de repaso). Tenes que evaluar los ciclos de vida de los objetos y en base a eso elegís","2"
"Claro pero amerita tener dos tablas distintas en base a los atributos? Para obtener la información de una sola persona deberías hacer un join si o si hacia su tipo. Son pocos atributos, podrías tenerlo en una sola tabla y que sean nulleables","2"
"Buenassss, ya lo pude resolver 🫡","2"
"Yanel, buenas. Son alternativas! PlantUML lo podes usar como comlemento de IntelliJ y eso está bueno. Probá ambas herrramientas, y usá la que te parezca más cómoda","2"
"Esos están bien, depende la clasificación que selecciones, pero esos son válidos. Hay una Tabla de Clase con 3 atributos que podés tomar, luego podés sumar otros!","2"
"dale, muchas gracias!","2"
"1. Acá te voy a redoblar la apuesta y te digo que te falta más propuesta de tu lado... tenes que modelar bien las clases de tu posible State y revisar si las clases son stateless o stateful. Si son stateles, basta con una referencia a la clase; caso contrario deberás escoger estrategia de mapeo de herencia. Tu pregunta se contesta sola si logras modelar bien a nivel objetos los atributos o condiciones necesarias para pasar de un estado a otro (¡A trabajar!)
Por el lado de la trazabilidad: no recuerdo si lo pide explícitamente el dominio, pero en ese caso deberías tener una relación  OneToMany entre user - state. De todas formas, si no lo pide el enunciado, guardar la traza nunca viene mal .

2. Mismo que lo último que te dije: si no lo pide explícitamente, podrías zafar; pero nunca viene mal guardar esas notificaciones y si realmente fueron enviadas, y cuándo, etc.","2"
"Ahí te di acceso","2"
"Buenas noches Araceli! Te sucede que la consola no reconoce maven? Hicisge lo de las variables de entorno?","2"
"perfecto quedo todo claro, Muchas gracias eze","2"
"Pudiste resolverlo? Avisame, pasame tu usuario de git en todo caso y especificame tu numero de grupo","2"
"Hola <@1090639225860395120> en los enunciados de final, les puede pasar, que parte de la solución quede impactada en la parte de Objetos, ya que son cuestiones más de comportamiento.","2"
"Perfecto! Gracias 😄","2"
"Es probable que nos hayan asignado la 4! Pero aún no llegue como para confirmarlo","2"
"Buenísimo!","2"
"Ok","2"
"Buenas! En el primer caso es la suma de los cálculos aproximados intermedios. Y para el otro es un aproximado total, desde punto inicial al final.","2"
"Para el ClientID hicimos un generador que otorga clients IDs random, por lo que entendemos que no debería haber problema por ese lado. Igualmente ahora intentamos con el Broker de Mosquitto por si acaso. Mil gracias!!","2"
"Genial","2"
"Que tal, estoy buscando las clases grabadas y no las estaria encontrando","2"
"Entonces si alguna vez estás buscando el perfil de una org nunca vas a querer encontrar el de una persona física","2"
"Buen día Martín! En primer lugar, aclarar que próximamente cuando te contactes con tus tutores las consultas del TP las vas a tener que centralizar con ellos. En segundo lugar, lo que preguntás quiere decir es que el peso y calorías pueden estar o no. Se puede usar lo que mencionas o simplemente comprender que son atributos que pueden no estar inicializados. Usen lo que les resulta más cómodo.","2"
"Holaaa, lo mismo en mi caso (grupo 01)","2"
"Perfecto quedo claro, muchas gracias!","2"
"Genial, gracias.","2"
"sisi ahi lo vi","2"
"Perfecto. Muchas Gracias Eze!","2"
"De los miércoles","2"
"Buenas! Va bien! Podrías detallar cuál sería la entrada, porque la salida ya la mencionás que sería el fixture 🙂","2"
"<@619124331317952533> ya está subida!","2"
"Gracias, me estaba volviendo loca","2"
"<@456540019000082446> , te recomiendo que intentes mapear un ejercicio en código, así eliminas tus dudas de qué si se puede hacer y qué no; porque sino vas a estar siempre en ""suposiciones"". Te va a ayudar mucho!","2"
"Fernando estás haciendo el import de la clase que querés utilizar?","2"
"Si nico … debería funcionar igual que import … asegúrate de agregar la/s properties correctas, toma en cuenta que el ORM no te va a validar las sentencias sql que uses en el archivo de inicializacion deberias asegursrte que los insert funcionen bien basicamente","2"
"<@325824337187700736> perdón la demora, gracias <@410226816125763607>! Seguramente van a tener que armar algo más personalizado, por ejemplo si estuvieran con Spring es algo que está resuelto. Después cuenten cómo lo avanzaron! Buena semana!","2"
"Buen dia","2"
"Podía ir un State, igual eso no define si aprueban o no. El tema es qué aplico y cómo lo aplico.","2"
"buenas, sí!","2"
"Buenas! Vos tenés que garantizar que cada registro en una tabla tenga un identificador unívoco (primary key). Puede ser por un ID autogenerado o por algo natural del dominio. pero es infaltable 🙂","2"
"buenas, paso el modelo de datos de hoy","2"
"Perfecto Eze gracias","2"
"muchas graciass!!","2"
"Buenas! La sugerencia del IDE va mas por el lado de que detecta que tu lógica “casera” puede ser reemplazada por un método ya definido por Java, por ende te ahorra código innecesario ademas de que, en general, estos métodos están definidos de la forma mas eficiente posible. Te recomendaría que uses allMatch().","2"
"Buenaas, esta es la resolución que hice del final de Tinderizr. Si alguno también lo hizo y tiene alguna corrección para hacerme estaría genial.","2"
"Hola Buenas
Estuve haciendo como practica del segundo parcial,el final de Feria de Empresas enfoncandome en los puntos 2 y 3
Me quedadon algunas dudas mas que nada como se modela en el modelo de datos la idea de que un Alumno pertence a una Universidad, yo lo pense como otra entidad que la llame ""ALUMNO_UNIVERSIDAD"", tambien me quedo la duda si en la clase Pago se almacena el Medio de Pago
Otra duda es si debiera haber alguna entidad Evento, entiendo que no porque es un evento anual
Despues en relacion al punto 3 de arquitectura, me genero dudas el tercer punto porque no se conoce que interfaz o como esta diseñado el componente que resuelve la generacion de entradas, ahi me parecio lo mas acorde una cola para resolver esa cuestion.
Cuando puedan si me  pueden dar un feedback genial.
Saludos","2"
"Avisen cualquier cosa!","2"
"Juan Pablo, te compila la solución? En caso de que no, fijate de ir a Archivo, Invalidar Caches y restarteá el IDE (solución de sistemas).","2"
"es decir, sin la carpeta src, no sé si está bien eso","2"
"Buenas! No esta mal, bibliotecas como Lombok por ejemplo generan Getters y Setters para todos los atributos de la clase, sin importar si se esta usando o no en cierto punto. Mismo IntelliJ provee herramientas para auto generar todos los Getters y Setters para los atributos. No se suele hacer mucho foco en si lo necesito o no, es mas diría que siempre se busca tenerlos en caso de que sean necesarios a futuro no tener que estar creándolos cada vez.","2"
"Podría ir por ahí! O que el flujo para generar las recomendaciones utilice el Notificador","2"
"Buenas! estoy con dudas acerca de como crear instancias de clases para los tests. No estoy seguro de como inicializar esas instancias.

Por ej. teniendo en cuenta que mi clase Materia solo tiene una lista de correlativas, me gustaria hacer algo del tipo -> Materia unaMateria = new Materia(correlativas = [otraMateria]);. Creo que justo es la misma duda que estan planteando antes que mi :).

Segun el seminario, la forma seria crear un metodo del tipo agregarCorrelativa, pero estoy seguro de que debe haber una forma de hacerlo mas directo, como intentamos al principio","2"
"Gracias Aylu","2"
"Muchas gracias por avisar","2"
"Hola Yanel! Cómo estás? A varios les sirvió usar el Archetype que se llama Quickstart o algo así 🙂","2"
"buenas paso lo del default de las fechas de antes probado
```java
 @PreUpdate
  protected void onUpdate(){
    this.updated_at = LocalDateTime.now();
  }
  @PrePersist
  protected void onInsert(){
    this.updated_at = LocalDateTime.now();
    this.crated_at = LocalDateTime.now();
  }
```","2"
"Nono, al contrario. Todo lo que consideres relevante para transmitir la idea conceptual del diseño se puede (y debería) graficar. Por ejemplo, si pensaste un DTO como la abstracción que te devuelve una API externa o lo que el Sistema tiene que devolver si expone un endpoint, lo podés graficar. O al menos mencionarlo en las justificaciones 😊","2"
"<@390317736376664065> después coordinamos y te lo acerco!","2"
"Buen día <@1091016946297872514>, nos fijamos y te compartimos!","2"
"Que necesitas?","2"
"Buenas! Se pueden poner ambas flechas, y sería lo correcto en términos de UML. Sin embargo, si las flechas de ""usa"" terminan ensuciando el diagrama, entonces no se ponen. Ahora bien, si la flecha de ""usa"" es la única que conecta a una de las dos clases si o si tiene que estar, pues de otra manera quedaría una clase en el aire que no está conectada con nada.","2"
"Buenas, queria preguntar si los seminarios entran para el parcial o si son para ayudarnos en el TP. Salduos!","2"
"Bárbaro, lo voy a intentar hacer así entonces! Gracias!","2"
"Clarísimo eze! muchas graciass!!","2"
"Buenas! Hay material cargado en el aula virtual 😄","2"
"Hola Mati! Sí, es un approach correcto que se menciona en la clase de conuslta. Lo importante es que lo puedas justificar para que quede claro que no es que omitiste una ""parte"" del dominio, sino que la resolviste en otra capa.","2"
"buenas tardes, tengo otra duda","2"
"Buenas, nosotros lo hicimos así","2"
"Gracias Lucas!","2"
"Buenas, para los gastos externos tenés que representar la interfaz entrante para permitir que otras aplicaciones los carguen. Así que sí, deberías colocarla. Para las alertas sí, podrías manejarlo cada vez que se genere un nuevo gasto 🙂","2"
"Buen día. Vi que en la planilla de los grupos del curso no figura mi mail.  axlopez@frba.utn.edu.ar","2"
"Algunos comentarios a alto nivel del diagrama: 
1. La herencia en este caso no va porque impide que un transeúnte sea también cuidador (obviamente cuando no está en viaje pues no puede recibir notificaciones). Se pueden quedar con la clase Persona y listo. 
2. La interfaz Acciones puede ser mucho más extensible y modular. ¿Qué pasa si cada método se convierte en una clase? Además ciertas acciones ante un posible incidente requieren algunos atributos especiales, como la de esperar que justamente debería esperar y volver a reaccionar.
3. ¿Podríamos delegar el estado al viaje, no? permitiría más trazabilidad en cuanto a qué está pasando con un viaje. Más que saber si un cuidador está ""ocupado"" o no.","2"
"Fíjense si les sirve 🙂 En el ejemplo que les pasamos de Postman se usa Path Param porque era solo con un ID","2"
"Gonzalo, no. Al igual que en los parciales de primera instancia, en los recuperatorios no se comparte contexto. Y vale la aclaración: el contexto de final es diferente (para eliminar especulaciones).","2"
"si, segui tal cual las pantallas que mando el compañero en el hilo de los mensajes. Tal vez esté haciendo algo mal","2"
"Correcto Joaquín!","2"
"Quieren dejar algunas dudas en particular que tengan y contestamos todo junto?","2"
"Hola! Si te mencionan por qué medio exactamente deberías pensar en un Adapter para integrarse con el servicio que te permita el envío efectivo de la notificación. No entendí a que te referís con un requerimiento más 😄","2"
"Hay dos casos distintos, la mayoría se centró en un solo. Un caso sería al generar la ruta y el otro con la ruta ya generada. Pensando el segundo caso y bolviendo al condicionamiento, si vas por App Móvil Nativa, es más fácil pensar en una Base de Datos local. Otra alternativa alguna cache de la App.","2"
"Perfecto, ahí entendí. Muchas gracias!","2"
"Hola, podés poner TINYINT(1) que sería lo que utilices en mysql, por ejemplo","2"
"Hola Luciano!
En realidad eso no se puede hacer en Java porque estás buscando modificar la firma del método que fue definida en la interfaz, y, por lo tanto, no estarías cumpliendo con implementarla. En todo caso, se puede pensar en que ese método reciba parámetros más ""genéricos"" (ej: Object) o realizar sobrecarga de métodos. Depende mucho de lo que estés buscando hacer.","2"
"Tuve que editar el mensaje porque mandé mal, ahí ya terminé! <@499815166884577282>","2"
"Buenísimo, me alegro! Es importante espiar para arriba, seguro alguien recomendó o dejó algún tip!","2"
"excelente muchas gracias!","2"
"No entiendo porque puede llegar a ser","2"
"Buenas! Turno mañana o noche?","2"
"Hola! Gracias por responder. Te consulto nuevamente, lo estuve pensando e intento volver a resolver pero no logro entender bien como implementar lo de las recomendaciones. Entiendo que una PlanificacionDeViaje tiene un Recomendador que es el encargado de elaborar la recomendación (esta puede tener por ejemplo un String con todo el mensaje completo formandoló a partir de las distintas formas de obtener recomendaciones). Lo que no puedo implementar es quien tiene la responsabilidad de usar los INotificador. Pense en la clase PlanificacionDeViaje tener un INotificable (el Motoquero) con un metodo serNotificado(Recomendacion unaRecomendacion) y entiendo que este método utilizará los INotificador (Wpp y Push). Pero no llego a ver si esta bien pensarlo asi y como diseñar el diagrama","2"
"Podes quedarte con un VehiculoDTO y que cada servicio use de él lo que necesite","2"
"Hola! Cuando <@325026972029812736>  y <@693598532640178237> puedan, pasen el link del repo. Gracias 🙂","2"
"y perdónnn","2"
"Buenas noches <@903070894103097344>, me había quedado el tuyo pendiente.

Nuestro componente debería exponer un EndPoint de Estudiantes y uno de HistorialAcadémico. El segundo devolvería el Historial de un Alumno Particular, por ejemplo historialAcademico/1
El de estudiantes podría ser paginado por performance.

El id de Búsqueda es un campo que viaja en la solicitud.

¡Éxitos en el examen!","2"
"Buenas! No estoy seguro de la respuesta, pero asumo que el allMatch corta despues de analizar un caso negativo, y no se fija en cada uno. Te animo a que investigues por acá! https://docs.oracle.com/javase/8/docs/api/java/util/stream/Stream.html#allMatch-java.util.function.Predicate-","2"
"Buenas! En primer lugar, si tienen una estrategia de herencia Table Per Class, Hibernate con MySQL no soporta generar los IDs como lo están haciendo, que es en forma automática porque no aclararon el generationType. Les dejo estos links de referencia (https://stackoverflow.com/questions/3154649/java-hibernate-jpa-inheritancetype-table-per-class-and-ids, https://docs.jboss.org/hibernate/stable/annotations/reference/en/html/entity.html#d0e1191).
 
Por otro lado, la dependencia que están usando es jakarta, no es la que se usó en clase, necesitaríamos un detalle un poco más concreto de cómo están creando el entity manager en el repo! 🙂 Revisen en ese caso las dependencias del pom","2"
"tengo la misma duda!","2"
"Osea me sale este error y supongo que es este mismo erroe el que no me deja hacer el import java.util.List","2"
"Una pregunta Juan. ¿Todo esa parte del pom se auto genero cuando creaste el proyecto con un determinado arquetipo?","2"
"@everyone exacto Aula 4! Nos vemos en unos minutos!","2"
"Exacto, si tenés un State, la transición la gestionan los Estados.","2"
"Correcto <@290312874209837056> debería decir lectura! Le decimos a <@694888486918029362> para que lo ajuste! Muchas Gracias!","2"
"Gracia","2"
"yo el proyecto lo genere distinto","2"
"Hola Mati! Voy por partes

1. Además de lo que mencionás, siempre las justiifcaciones podrías tirarlas orientadas a los requerimientos. Es decir, vas enumerándolos y detallás entidades/ campos dentro de ellas que hayas agregado para garantizar el cumplimiento de ese req. en particular.
2. En este caso, no se menciona la necesidad de manejar el logueo de usuarios
3. No, no persistís el Adapter, es un componente stateless
4. Lo que mencionas que agregaste es para garantizar trazabilidad y auditoria sobre cambios, está bien! Pero cuando se menciona ""gestión de monopatines x parte de x tipo de usuario"" en realidad se está detallando aún más quién ejecuta estas acciones a través de una UI más que por tener que garantizar algo concreto. Me explico? Con que estén dichas entidades ya bastaría. 
5. Más que con el monopatin en sí debería estar asociado con el viaje
6. Podrías mantener ambas relaciones, porque el costo asociado al viaje tiene que ver con si el monopatinador es extranjero","2"
"Ahora deberías verlo","2"
"Hola! Sí! Esta bien! En definitiva en lel modelo de datos impacta en que es un path al archivo subido","2"
"Hola buenas, no estaría encontrando las consideraciones del segundo parcial","2"
"Cualquier cosa nos van preguntando por privado!!","2"
"Buenas! Entiendo que te estás refiriendo a que tenes un ""Tipo"" en tu entidad y en base a eso rellenas unos u otros atributos, verdad? 
No está mal que todos los atributos estén en la misma tabla/entidad, y que queden nulos aquellos que no necesitas rellenar.","2"
"Y uno más de AWS

https://awskarthik82.medium.com/part-1-securing-aws-api-gateway-using-aws-cognito-oauth2-scopes-410e7fb4a4c0","2"
"Mati, en mapped superclass no es necesario que lo utilices. De hecho en esa estrategia no tendrías ningún inconveniente si se repiten los mismos ids en distintas tablas, ya que no hay una ""entidad"" en común sino solamente comportamiento y/o un par de atributos.","2"
"Gonza, creo que para la clase Rutina fácilmente te das cuenta si puede repertirse o no para distintos deportistas (hay una relación con deportista); pero para días de entrenamiento puede ser many to many","2"
"Está mal tu estructura: la principal debería ser “src”, y dentro de esa carpeta una que sea “main “ y otra “test”. Vos mezclaste “test” con “src” al mismo nivel","2"
"Hola Martín! Cómo estás? No es necesario, lo veremos hoy durante la clase. Si querés mirarlo  y encararlo, por curiosidad simplemente, más que bienvenido!","2"
"Tranquila <@1090639225860395120>, y el resto lo seguiremos revisando! Avancen con el equipo y el TP, lo administrativo lo resolveremos en conjunto!","2"
"no se que es esto, ejecute un test para probar y no le cai bien o algo asi","2"
"Hola Mercedes! Está subida la práctica Integradora que estaremos realizando en el Web Campus. Que te mejores!🦋","2"
"Mati, cuando hicimos este ejercicio comentamos que cuando tenes dobles niveles de herencia, como este caso, solo vas a poder aplicar una estrategia: la que aplique en la más general","2"
"Hola Gustavo! Sí, es posible.","2"
"Mil disculpas <@580903983321972746> y equipo! ¿Pudieron participar finalmente? ¿Les falta alguna info?","2"
"Buenas! Me aparece en la plantilla de equipos que no aparezco en el acta. Todavía no estoy inscripta en el SIU, yo hable con Lucas, pero esta semana ya voy a aparecer. Estoy en el grupo 19","2"
"Buenas! Alguien se olvido un cuaderno abajo del banco en el aula 402","2"
"jiji perdón 😄","2"
"De todas maneras, lo podés resolver con el array; de última podés instanciar AM2 así: new Materia(""AM2"", {materias[0]}), sabiendo que _am1_ está en la posición 0 del array _materias_. Pero estarías dependiendo de acordarte en qué posición pusiste cada materia, es código muy acoplado y difícil de mantener (vamos a ver qué significan esas cosas en la próxima clase!)","2"
"Lo tenés que conectar al resto que lo requiera de forma interna.","2"
"fue presencial 😦","2"
"Jajajaja si, me habrá quedado el celu sin bloquear, perdón","2"
"Siempre se suben el día después de la clase","2"
"Me pasa lo mismo, no figuro","2"
"Buenas! Se grabó la parte de la clase de consulta del final. Cuando esté disponible va a estar en el excel de indice de finales y clases de consulta.","2"
"gracias!","2"
"<@653772466463703040> <@636639990247587870>","2"
"Buenas, les quería consultar si podrían cambiarme de grupo en Github, porque accidentalmente me uní a ""ma-ma-grupo-13"" pero me correspondía ""mi-no-grupo-13"", mi user es CeciC24. Muchas gracias 🙂","2"
"Cada clase de por si puede tener atributos propios publicos o privados","2"
"Buenas! Pueden mandar el mismo repositorio y en el mismo aclarar quienes participaron! 🙂","2"
"si, la 1ra de arquitectura","2"
"mi mail es mimarchese@frba.utn.edu.ar","2"
"Muchass graciass eze!!","2"
"Buenass! Estoy haciendo la resolucion del parcial del año pasado. Quería ver si la resolucion de los formularios es correcta","2"
"Mi mail es mlombardo@frba.utn.edu.ar","2"
"Buenas! Ya está subida desde el otro día en donde siempre.","2"
"ahi medio que lo arregle / se arreglo solo","2"
"Buenísimo, gracias Aylu!","2"
"lo genere de aca","2"
"Ahh perfecto. Gracias Eze!","2"
"Hola! Es que no deberías modelar únicamente la solicitud sino tener ambas 🙂 Lo que no necesitás son los métodos de ABM","2"
"perfecto muchas gracias","2"
"Solo TP","2"
"buenas nochess, queria pedir si podrian subir la  de la clase de hoy. Asi puedo repasar algunos conceptos","2"
"Buenas <@287612366256996353> , <@597277810486411274>  con <@695038285679951963> nos toco corregir su tp. Nos podrían mandar el link al repo por favor. Gracias","2"
"Entonces es porque tenés que configurar una variable de entorno para maven","2"
"Si! Manden lo que necesiten🤗","2"
"Entiendo, buenísimo. Mil gracias!","2"
"Jaemin, no, no pasa nada. Pero tené en cuenta que en total son 5 fechas que pusimos. Ya pasamos 1 fecha. De no ir este sábado, te quedarían 3 (una más en diciembre y 2 en febrero).","2"
"Ya vi q escribiste en el otro canal..","2"
